"Group","Device","Serial Number","IP Address","Asset Number","Location","Misc Supply Label","Level"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Skierniewice","PPL0026742 bizhub 4700P","A63N021040089","10.16.100.159","5623#COK/N228232","Skierniewice IGP DOKiPP","Zestaw konserw.","90%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Skierniewice","PPL0026752 bizhub 4700P","A63N021040103","10.16.100.160","5623#COK/N228952","Skierniewice IGP Spedycja","Imaging Unit","11%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Skierniewice","PPL0026752 bizhub 4700P","A63N021040103","10.16.100.160","5623#COK/N228952","Skierniewice IGP Spedycja","Maintenance Kit","75%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Skierniewice","PPL0026752 bizhub 4700P","A63N021040103","10.16.100.160","5623#COK/N228952","Skierniewice IGP Spedycja","Zesp obraz.","11%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Skierniewice","PPL0026752 bizhub 4700P","A63N021040103","10.16.100.160","5623#COK/N228952","Skierniewice IGP Spedycja","Zespół obraz.","11%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Skierniewice","PPL0026752 bizhub 4700P","A63N021040103","10.16.100.160","5623#COK/N228952","Skierniewice IGP Spedycja","Zestaw konserw.","75%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub 4700P","A63N021044374","10.16.117.228","5623#COK/N240045","","Imaging Unit","86%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub 4700P","A63N021044374","10.16.117.228","5623#COK/N240045","","Maintenance Kit","71%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub 4700P","A63N021044374","10.16.117.228","5623#COK/N240045","","Zesp obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub 4700P","A63N021044374","10.16.117.228","5623#COK/N240045","","Zespół obraz.","86%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub 4700P","A63N021044374","10.16.117.228","5623#COK/N240045","","Zestaw konserw.","71%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub 4702P","AAFH021000994","10.16.117.183","5623#COK/N265324","","Black Cartridge","15%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub 4702P","AAFH021000994","10.16.117.183","5623#COK/N265324","","Imaging Unit","58%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub 4702P","AAFH021000994","10.16.117.183","5623#COK/N265324","","Maintenance Kit","56%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub C3351","A92F021015077","10.16.117.229","5623#COK/N240041","Szczecin","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub C368","A7PU027006670","10.16.104.203","5623#COK/N258159","DOKiPP","Toner (Cyan)",""
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub C368","A7PU027006670","10.16.104.203","5623#COK/N258159","DOKiPP","Toner (Magenta)",""
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub C368","A7PU027006670","10.16.104.203","5623#COK/N258159","DOKiPP","Toner (Yellow)",""
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub C368","A7PU027006670","10.16.104.203","5623#COK/N258159","DOKiPP","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","KONICA MINOLTA bizhub C458","A79M021031450","10.16.117.118","5623#COK/N257105","DOKiPP","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0016756 bizhub C368","A7PU027001163","10.16.117.224","5623#COK/N228948","Szczecin IGP Administracja","Toner (Black)",""
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0016756 bizhub C368","A7PU027001163","10.16.117.224","5623#COK/N228948","Szczecin IGP Administracja","Toner (Yellow)",""
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0016756 bizhub C368","A7PU027001163","10.16.117.224","5623#COK/N228948","Szczecin IGP Administracja","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056753 bizhub 4700P","A63N021040108","10.16.117.226","5623#COK/N228251","Szczecin IGP Spedycja","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056753 bizhub 4700P","A63N021040108","10.16.117.226","5623#COK/N228251","Szczecin IGP Spedycja","Maintenance Kit","1%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056753 bizhub 4700P","A63N021040108","10.16.117.226","5623#COK/N228251","Szczecin IGP Spedycja","Zesp obraz.","83%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056753 bizhub 4700P","A63N021040108","10.16.117.226","5623#COK/N228251","Szczecin IGP Spedycja","Zespół obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056753 bizhub 4700P","A63N021040108","10.16.117.226","5623#COK/N228251","Szczecin IGP Spedycja","Zestaw konserw.","0%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056754 bizhub 4700P","A63N021040105","10.16.117.225","5623#COK/N228249","Szczecin IGP Spedycja","Imaging Unit","55%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056754 bizhub 4700P","A63N021040105","10.16.117.225","5623#COK/N228249","Szczecin IGP Spedycja","Maintenance Kit","94%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056754 bizhub 4700P","A63N021040105","10.16.117.225","5623#COK/N228249","Szczecin IGP Spedycja","Zesp obraz.","55%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056754 bizhub 4700P","A63N021040105","10.16.117.225","5623#COK/N228249","Szczecin IGP Spedycja","Zespół obraz.","55%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056754 bizhub 4700P","A63N021040105","10.16.117.225","5623#COK/N228249","Szczecin IGP Spedycja","Zespół obraz.:MICR","100%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056754 bizhub 4700P","A63N021040105","10.16.117.225","5623#COK/N228249","Szczecin IGP Spedycja","Zestaw konserw.","94%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Szczecin","PPL0056754 bizhub 4700P","A63N021040105","10.16.117.225","5623#COK/N228249","Szczecin IGP Spedycja","Zestaw konserw.:MICR","100%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Wrocław","KONICA MINOLTA bizhub 4702P","AAFH021003085","10.16.110.127","5623#COK/N276597","","Black Cartridge","23%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Wrocław","KONICA MINOLTA bizhub 4702P","AAFH021000821","10.16.110.159","5623#COK/N267955","","Black Cartridge","100%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Wrocław","KONICA MINOLTA bizhub 4702P","AAFH021000821","10.16.110.159","5623#COK/N267955","","Imaging Unit","91%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Wrocław","KONICA MINOLTA bizhub 4702P","AAFH021003085","10.16.110.127","5623#COK/N276597","","Imaging Unit","60%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Wrocław","KONICA MINOLTA bizhub 4702P","AAFH021003085","10.16.110.127","5623#COK/N276597","","Maintenance Kit","88%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Wrocław","KONICA MINOLTA bizhub 4702P","AAFH021000821","10.16.110.159","5623#COK/N267955","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington IGP > IGP Wrocław","PPL0066749 bizhub C368","A7PU027001152","10.16.110.147","5623#COK/N228937","Wrocław IGP","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington IGP > NGF Miedniewice","PPL0276764 bizhub C368","A7PU027001046","10.16.248.111","5623#COK/N228228","Skierniewice NGF","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043598","10.16.33.63","5623#COK/N239927","","Imaging Unit","5%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043613","10.16.33.80","5623#COK/N239954","","Imaging Unit","9%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043573","10.16.33.78","5623#COK/N239951","","Imaging Unit","92%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043609","10.16.134.4","5623#COK/N239941","","Imaging Unit","41%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043608","10.16.128.127","5623#COK/N239949","","Imaging Unit","77%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021038610","10.16.33.180","5623#COK/N245957","","Imaging Unit","21%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021038610","10.16.33.180","5623#COK/N245957","","Maintenance Kit","75%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043608","10.16.128.127","5623#COK/N239949","","Maintenance Kit","94%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043609","10.16.134.4","5623#COK/N239941","","Maintenance Kit","83%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043573","10.16.33.78","5623#COK/N239951","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043613","10.16.33.80","5623#COK/N239954","","Maintenance Kit","43%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043598","10.16.33.63","5623#COK/N239927","","Maintenance Kit","14%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043608","10.16.128.127","5623#COK/N239949","","Toner czarny",""
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043609","10.16.134.4","5623#COK/N239941","","Zesp obraz.","60%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043608","10.16.128.127","5623#COK/N239949","","Zesp obraz.","77%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021038610","10.16.33.180","5623#COK/N245957","","Zesp obraz.","33%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043613","10.16.33.80","5623#COK/N239954","","Zesp obraz.","39%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043598","10.16.33.63","5623#COK/N239927","","Zesp obraz.","49%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043573","10.16.33.78","5623#COK/N239951","","Zesp obraz.","93%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043573","10.16.33.78","5623#COK/N239951","","Zespół obraz.","92%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043613","10.16.33.80","5623#COK/N239954","","Zespół obraz.","9%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043598","10.16.33.63","5623#COK/N239927","","Zespół obraz.","5%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021038610","10.16.33.180","5623#COK/N245957","","Zespół obraz.","21%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043608","10.16.128.127","5623#COK/N239949","","Zespół obraz.","77%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043609","10.16.134.4","5623#COK/N239941","","Zespół obraz.","41%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043609","10.16.134.4","5623#COK/N239941","","Zestaw konserw.","83%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043608","10.16.128.127","5623#COK/N239949","","Zestaw konserw.","94%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021038610","10.16.33.180","5623#COK/N245957","","Zestaw konserw.","75%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043598","10.16.33.63","5623#COK/N239927","","Zestaw konserw.","14%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043613","10.16.33.80","5623#COK/N239954","","Zestaw konserw.","43%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub 4700P","A63N021043573","10.16.33.78","5623#COK/N239951","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub C3351","A92F021026865","10.16.32.50","5623#COK/N250760","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","KONICA MINOLTA bizhub C458","A79M021026482","10.16.33.66","5623#COK/N240003","","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016728 bizhub C458","A79M021010148","10.16.32.164","5623#COK/N197669","Sandomierz CUW","Hole-Punch Scrap Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016728 bizhub C458","A79M021010148","10.16.32.164","5623#COK/N197669","Sandomierz CUW","Saddle Staple Cartridge1","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016728 bizhub C458","A79M021010148","10.16.32.164","5623#COK/N197669","Sandomierz CUW","Saddle Staple Cartridge2","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016728 bizhub C458","A79M021010148","10.16.32.164","5623#COK/N197669","Sandomierz CUW","Staple Cartridge","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016728 bizhub C458","A79M021010148","10.16.32.164","5623#COK/N197669","Sandomierz CUW","Toner (Black)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016728 bizhub C458","A79M021010148","10.16.32.164","5623#COK/N197669","Sandomierz CUW","Toner (Yellow)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016728 bizhub C458","A79M021010148","10.16.32.164","5623#COK/N197669","Sandomierz CUW","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016765 bizhub C368","A7PU027001010","10.16.33.186","5623#COK/N229527","IT_bud_B_parter","Toner (Black)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016765 bizhub C368","A7PU027001010","10.16.33.186","5623#COK/N229527","IT_bud_B_parter","Toner (Cyan)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016765 bizhub C368","A7PU027001010","10.16.33.186","5623#COK/N229527","IT_bud_B_parter","Toner (Magenta)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016765 bizhub C368","A7PU027001010","10.16.33.186","5623#COK/N229527","IT_bud_B_parter","Toner (Yellow)",""
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0016765 bizhub C368","A7PU027001010","10.16.33.186","5623#COK/N229527","IT_bud_B_parter","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > ECUW","PPL0056746 bizhub C368","A7PU027001164","10.16.128.124","5623#COK/N229522","Sandomierz CUW","Waste Toner Box","Ok"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039888","10.16.41.14","5623#COK/N229291","","Imaging Unit","88%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043014","10.16.41.97","5623#COK/N237335","","Imaging Unit","93%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021044588","10.16.41.103","5623#COK/N237339","","Imaging Unit","79%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039916","10.16.41.86","5623#COK/N229287","","Imaging Unit","90%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042981","10.16.134.1","5623#COK/N237337","","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043007","10.16.41.46","5623#COK/N237331","","Imaging Unit","93%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042178","10.16.41.71","5623#COK/N229289","","Imaging Unit","94%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042983","10.16.41.61","5623#COK/N237333","","Imaging Unit","89%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042983","10.16.41.61","5623#COK/N237333","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042178","10.16.41.71","5623#COK/N229289","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043007","10.16.41.46","5623#COK/N237331","","Maintenance Kit","63%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042981","10.16.134.1","5623#COK/N237337","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039916","10.16.41.86","5623#COK/N229287","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021044588","10.16.41.103","5623#COK/N237339","","Maintenance Kit","92%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043014","10.16.41.97","5623#COK/N237335","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039888","10.16.41.14","5623#COK/N229291","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021044588","10.16.41.103","5623#COK/N237339","","Toner czarny",""
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039916","10.16.41.86","5623#COK/N229287","","Toner czarny",""
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039916","10.16.41.86","5623#COK/N229287","","Zesp obraz.","91%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042981","10.16.134.1","5623#COK/N237337","","Zesp obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043007","10.16.41.46","5623#COK/N237331","","Zesp obraz.","8%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042178","10.16.41.71","5623#COK/N229289","","Zesp obraz.","94%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021044588","10.16.41.103","5623#COK/N237339","","Zesp obraz.","84%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039888","10.16.41.14","5623#COK/N229291","","Zesp obraz.","89%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043014","10.16.41.97","5623#COK/N237335","","Zesp obraz.","93%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042983","10.16.41.61","5623#COK/N237333","","Zesp obraz.","90%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042983","10.16.41.61","5623#COK/N237333","","Zespół obraz.","89%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043014","10.16.41.97","5623#COK/N237335","","Zespół obraz.","93%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039888","10.16.41.14","5623#COK/N229291","","Zespół obraz.","88%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021044588","10.16.41.103","5623#COK/N237339","","Zespół obraz.","79%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042178","10.16.41.71","5623#COK/N229289","","Zespół obraz.","94%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043007","10.16.41.46","5623#COK/N237331","","Zespół obraz.","93%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042981","10.16.134.1","5623#COK/N237337","","Zespół obraz.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039916","10.16.41.86","5623#COK/N229287","","Zespół obraz.","90%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039916","10.16.41.86","5623#COK/N229287","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042981","10.16.134.1","5623#COK/N237337","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043007","10.16.41.46","5623#COK/N237331","","Zestaw konserw.","63%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042178","10.16.41.71","5623#COK/N229289","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021044588","10.16.41.103","5623#COK/N237339","","Zestaw konserw.","92%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021039888","10.16.41.14","5623#COK/N229291","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021043014","10.16.41.97","5623#COK/N237335","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4700P","A63N021042983","10.16.41.61","5623#COK/N237333","","Zestaw konserw.","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4702P","AAFH021001649","10.16.41.5","5623#COK/N271305","","Black Cartridge","80%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4702P","AAFH021001649","10.16.41.5","5623#COK/N271305","","Imaging Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub 4702P","AAFH021001649","10.16.41.5","5623#COK/N271305","","Maintenance Kit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119465","10.16.33.129","5623#COK/N238684","","Black Imaging Unit","76%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119338","10.16.41.102","5623#COK/N237329","","Black Imaging Unit","82%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119468","10.16.41.96","5623#COK/N238686","","Black Imaging Unit","27%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119468","10.16.41.96","5623#COK/N238686","","Cyan Imaging Unit","54%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119338","10.16.41.102","5623#COK/N237329","","Cyan Imaging Unit","85%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119465","10.16.33.129","5623#COK/N238684","","Cyan Imaging Unit","81%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119465","10.16.33.129","5623#COK/N238684","","Fuser Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119338","10.16.41.102","5623#COK/N237329","","Fuser Unit","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119468","10.16.41.96","5623#COK/N238686","","Fuser Unit","86%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119468","10.16.41.96","5623#COK/N238686","","Magenta Imaging Unit","54%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119338","10.16.41.102","5623#COK/N237329","","Magenta Imaging Unit","85%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119465","10.16.33.129","5623#COK/N238684","","Magenta Imaging Unit","81%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119465","10.16.33.129","5623#COK/N238684","","Transfer Belt","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119338","10.16.41.102","5623#COK/N237329","","Transfer Belt","100%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119468","10.16.41.96","5623#COK/N238686","","Transfer Belt","86%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119468","10.16.41.96","5623#COK/N238686","","Transfer Unit","90%"
"Direct Sales > Pilkington Polska > Pilkington Polska > Operation","KONICA MINOLTA bizhub C3100P","A6DR021119338","10.16.41.102","5623#COK/N237329","","Transfer Unit","100%"
